sample_id,SLOT_MAIN_LENGTH,SLOT_MAIN_HEIGHT,PATCH_BRICK_1_SIDE_MARGIN,PATCH_BRICK_1_TOP_MARGIN,PATCH_BRICK_3_BOTTOM_MARGIN,PATCH_BRICK_2_HEIGHT_MARGIN,PATCH_BRICK_4_MARGIN,UPPER_CORNER_NOTCH_1_K1,UPPER_CORNER_NOTCH_1_K2,UPPER_CORNER_EAR_1_K1,UPPER_CORNER_EAR_1_K2,LOWER_CORNER_NOTCH_1_K1,LOWER_CORNER_NOTCH_1_K2,LOWER_CORNER_EAR_1_K1,LOWER_CORNER_EAR_1_K2,LOWER_CORNER_EAR_2_K1,LOWER_CORNER_EAR_2_K2,BRANCH_UP_1_K,BRANCH_UP_1_K2,BRANCH_UP_1_K3,BRANCH_DOWN_1_K,BRANCH_DOWN_1_K2,BRANCH_DOWN_1_K3,geometry_valid,geometry_error,final_conductor_components,allowed_bottom_y_mm,bottom_contact_pairs,non_bottom_intersection,non_bottom_intersection_pairs,non_bottom_crossing_pairs,non_bottom_overlapping_pairs,non_bottom_touching_pairs,non_bottom_intersection_details,intersection_check_completed,intersection_check_error,doe_rejection_reason,doe_eligible,doe_source
10,51.956574408616866,1.9366332955658436,5.8892099635675548,2.5186591950803994,2.0254507146775724,15.030911557842046,4.0989709790796045,0.70492235291749239,0.011138483881950378,0.86700818967074156,0.78693263418972492,0.52928235102444887,0.72442533168941736,0.21530117373913527,0.46737214736640453,0.5450613209977746,0.77128671389073133,0.91450230218470097,0.92905200552195311,0.85783607233315706,0.79889529198408127,0.00059338472783565521,0.099779698997735977,False,ValueError: producer reported invalid exported polygon(s): Slot,,0,Slot__Patch;Slot__CPW_Feed_Pin;Patch__CPW_Feed_Pin,True,Slot__CPW_Feed_Pin,,Slot__CPW_Feed_Pin,,"{""Slot__CPW_Feed_Pin"": {""geometry_type"": ""MultiLineString"", ""relations"": ""overlaps"", ""wkt"": ""MULTILINESTRING ((0.5 22.06, 0 22.06), (0 22.06, -0.5 22.06))""}}",True,,ValueError: producer reported invalid exported polygon(s): Slot,False,sobol
32,55.543047194555406,1.9958315331488847,5.9019544143229723,2.6044255128875378,2.0686680004000664,15.620522014796734,3.9120872054249047,0.18439108692109585,0.56535820011049509,0.30148812104016542,0.8462785305455327,0.72926685865968466,0.20802123751491308,0.44850777462124825,0.99369894154369831,0.15771482884883881,0.99842317681759596,0.49885640852153301,0.69506880920380354,0.47770327422767878,0.88244218658655882,0.90527612064033747,0.011301605962216854,False,ValueError: producer reported invalid exported polygon(s): Patch,,0,Slot__Patch;Slot__CPW_Feed_Pin;Patch__CPW_Feed_Pin,True,Slot__CPW_Feed_Pin,,Slot__CPW_Feed_Pin,,"{""Slot__CPW_Feed_Pin"": {""geometry_type"": ""MultiLineString"", ""relations"": ""overlaps"", ""wkt"": ""MULTILINESTRING ((0.5 21.98, 0 21.98), (0 21.98, -0.5 21.98))""}}",True,,ValueError: producer reported invalid exported polygon(s): Patch,False,sobol
85,51.740653173252937,2.0356234675273299,5.9333836393430825,2.4777069461159407,2.0793172661215067,14.951791943516582,3.9170278955250977,0.05058528296649456,0.76110496371984482,0.33902486506849527,0.38444330543279648,0.77718315739184618,0.43438083492219448,0.79698253329843283,0.19917680229991674,0.97641287557780743,0.0022462187334895134,0.86748812440782785,0.2564843911677599,0.61843403615057468,0.42933420371264219,0.91678321082144976,0.11229426506906748,False,ValueError: producer reported invalid exported polygon(s): Patch,,0,Slot__Patch;Slot__CPW_Feed_Pin;Patch__CPW_Feed_Pin,True,Slot__CPW_Feed_Pin,,Slot__CPW_Feed_Pin,,"{""Slot__CPW_Feed_Pin"": {""geometry_type"": ""MultiLineString"", ""relations"": ""overlaps"", ""wkt"": ""MULTILINESTRING ((0.5 22.03, 0 22.03), (0 22.03, -0.5 22.03))""}}",True,,ValueError: producer reported invalid exported polygon(s): Patch,False,sobol
98,52.865448552928868,1.960719234868884,6.090380659326911,2.4723519220948216,2.0441730348393321,14.371497274842113,4.0622382879257204,0.94445561990141869,0.95073020271956921,0.71401742845773697,0.92824024427682161,0.06783787626773119,0.00066129863262176514,0.95805092994123697,0.95378464926034212,0.87455105315893888,0.86960604321211576,0.43113476596772671,0.27944575157016516,0.88905569538474083,0.37906623631715775,0.7855895021930337,0.27163801807910204,False,ValueError: producer reported invalid exported polygon(s): Patch,,0,Slot__Patch;Slot__CPW_Feed_Pin;Patch__CPW_Feed_Pin,True,Slot__CPW_Feed_Pin,,Slot__CPW_Feed_Pin,,"{""Slot__CPW_Feed_Pin"": {""geometry_type"": ""MultiLineString"", ""relations"": ""overlaps"", ""wkt"": ""MULTILINESTRING ((0.5 22.07, 0 22.07), (0 22.07, -0.5 22.07))""}}",True,,ValueError: producer reported invalid exported polygon(s): Patch,False,sobol
150,51.285547259449956,1.9411750102415681,5.8492503600195045,2.5078023192286492,2.0782967323437336,15.299416252411902,4.1007092274725441,0.41817857883870602,0.41429088823497295,0.83119921758770943,0.41235891077667475,0.2800792558118701,0.012636752799153328,0.15097229834645987,0.9903227686882019,0.37704270612448454,0.19358844868838787,0.18741594254970551,0.29877286497503519,0.042554246261715889,0.59325354918837547,0.27800189331173897,0.13277592696249485,False,ValueError: producer reported invalid exported polygon(s): Patch,,0,Slot__Patch;Slot__CPW_Feed_Pin;Patch__CPW_Feed_Pin,True,Slot__CPW_Feed_Pin,,Slot__CPW_Feed_Pin,,"{""Slot__CPW_Feed_Pin"": {""geometry_type"": ""MultiLineString"", ""relations"": ""overlaps"", ""wkt"": ""MULTILINESTRING ((0.5 22.12, 0 22.12), (0 22.12, -0.5 22.12))""}}",True,,ValueError: producer reported invalid exported polygon(s): Patch,False,sobol
201,51.085132863651957,2.0436000425368546,5.7293649332597845,2.483484829124063,2.0259196734055878,14.634406680241227,3.8840243607759475,0.82634180504828691,0.6640744861215353,0.3748637493699789,0.7599916560575366,0.02431033831089735,0.83392791915684938,0.866163763217628,0.72212554607540369,0.07413940504193306,0.95482240431010723,0.10920886974781752,0.87504272162914276,0.30929957050830126,0.21368078794330359,0.67870423104614019,0.14370553847402334,False,ValueError: producer reported invalid exported polygon(s): Patch,,0,Slot__Patch;Slot__CPW_Feed_Pin;Patch__CPW_Feed_Pin,True,Slot__CPW_Feed_Pin,,Slot__CPW_Feed_Pin,,"{""Slot__CPW_Feed_Pin"": {""geometry_type"": ""MultiLineString"", ""relations"": ""overlaps"", ""wkt"": ""MULTILINESTRING ((0.5 21.95, 0 21.95), (0 21.95, -0.5 21.95))""}}",True,,ValueError: producer reported invalid exported polygon(s): Patch,False,sobol
236,53.237662536464633,1.9947393953800201,6.2833597881719481,2.6876158506982031,1.942719381675124,14.280128780286759,3.844273156672716,0.1967743868008256,0.40549578331410885,0.45070876367390156,0.77150250226259232,0.11325668171048164,0.0062792347744107246,0.28556633926928043,0.64558698702603579,0.31272449064999819,0.14379788842052221,0.2829322274774313,0.93520354200154543,0.45476552750915289,0.7091888040304184,0.71349325682967901,0.63878135103732347,False,ValueError: producer reported invalid exported polygon(s): Patch,,0,Slot__Patch;Slot__CPW_Feed_Pin;Patch__CPW_Feed_Pin,True,Slot__CPW_Feed_Pin,,Slot__CPW_Feed_Pin,,"{""Slot__CPW_Feed_Pin"": {""geometry_type"": ""MultiLineString"", ""relations"": ""overlaps"", ""wkt"": ""MULTILINESTRING ((0.5 21.78, 0 21.78), (0 21.78, -0.5 21.78))""}}",True,,ValueError: producer reported invalid exported polygon(s): Patch,False,sobol
251,54.257624105084687,2.0695757431909443,6.2518662594258796,2.5504527447000145,1.9638514958322049,15.412669683806598,3.8778951894491911,0.37560447491705418,0.90278090443462133,0.62273620720952749,0.23446228355169296,0.43024039827287197,0.051724956370890141,0.77355482522398233,0.99746463540941477,0.437474325299263,0.8166700815781951,0.94332445506006479,0.56364896334707737,0.70634064637124538,0.80464365147054195,0.19826075714081526,0.53836929425597191,False,ValueError: producer reported invalid exported polygon(s): Patch,,0,Slot__Patch;Slot__CPW_Feed_Pin;Patch__CPW_Feed_Pin,True,Slot__CPW_Feed_Pin,,Slot__CPW_Feed_Pin,,"{""Slot__CPW_Feed_Pin"": {""geometry_type"": ""MultiLineString"", ""relations"": ""overlaps"", ""wkt"": ""MULTILINESTRING ((0.5 21.91, 0 21.91), (0 21.91, -0.5 21.91))""}}",True,,ValueError: producer reported invalid exported polygon(s): Patch,False,sobol
301,52.385190086439252,2.0580259947106243,5.8092028459534042,2.7268428543768826,1.9401341078802943,14.712585269473493,4.0103321153670546,0.78554504830390215,0.069325010292232037,0.33544390834867954,0.24778338521718979,0.70778356771916151,0.0085443109273910522,0.73866403568536043,0.0097309891134500504,0.57252380531281233,0.21961585525423288,0.91741041839122772,0.068694159388542175,0.87060053646564484,0.63414963986724615,0.31901176925748587,0.92634597327560186,False,ValueError: producer reported invalid exported polygon(s): Patch,,0,Slot__Patch;Slot__CPW_Feed_Pin;Patch__CPW_Feed_Pin,True,Slot__CPW_Feed_Pin,,Slot__CPW_Feed_Pin,,"{""Slot__CPW_Feed_Pin"": {""geometry_type"": ""MultiLineString"", ""relations"": ""overlaps"", ""wkt"": ""MULTILINESTRING ((0.5 22.01, 0 22.01), (0 22.01, -0.5 22.01))""}}",True,,ValueError: producer reported invalid exported polygon(s): Patch,False,sobol
311,54.581969027407467,2.043219868093729,6.0030238011851909,2.5908235541731122,1.9285830056294799,14.612939187325537,3.8004911668598651,0.054020506329834461,0.3392380615696311,0.88062205258756876,0.25476991385221481,0.39710051380097866,0.079498685896396637,0.6790825966745615,0.397112051025033,0.13097464479506016,0.99803584720939398,0.89852691534906626,0.57188019342720509,0.78317992202937603,0.089199191890656948,0.79535780195146799,0.07845745887607336,False,ValueError: producer reported invalid exported polygon(s): Patch,,0,Slot__Patch;Slot__CPW_Feed_Pin;Patch__CPW_Feed_Pin,True,Slot__CPW_Feed_Pin,,Slot__CPW_Feed_Pin,,"{""Slot__CPW_Feed_Pin"": {""geometry_type"": ""MultiLineString"", ""relations"": ""overlaps"", ""wkt"": ""MULTILINESTRING ((0.5 21.77, 0 21.77), (0 21.77, -0.5 21.77))""}}",True,,ValueError: producer reported invalid exported polygon(s): Patch,False,sobol
