sample_id,SLOT_MAIN_LENGTH,SLOT_MAIN_HEIGHT,PATCH_BRICK_1_SIDE_MARGIN,PATCH_BRICK_1_TOP_MARGIN,PATCH_BRICK_3_BOTTOM_MARGIN,PATCH_BRICK_2_HEIGHT_MARGIN,PATCH_BRICK_4_MARGIN,UPPER_CORNER_NOTCH_1_K1,UPPER_CORNER_NOTCH_1_K2,UPPER_CORNER_EAR_1_K1,UPPER_CORNER_EAR_1_K2,LOWER_CORNER_NOTCH_1_K1,LOWER_CORNER_NOTCH_1_K2,LOWER_CORNER_EAR_1_K1,LOWER_CORNER_EAR_1_K2,LOWER_CORNER_EAR_2_K1,LOWER_CORNER_EAR_2_K2,BRANCH_UP_1_K,BRANCH_UP_1_K2,BRANCH_UP_1_K3,BRANCH_DOWN_1_K,BRANCH_DOWN_1_K2,BRANCH_DOWN_1_K3,geometry_valid,geometry_error,final_conductor_components,allowed_bottom_y_mm,bottom_contact_pairs,non_bottom_intersection,non_bottom_intersection_pairs,non_bottom_crossing_pairs,non_bottom_overlapping_pairs,non_bottom_touching_pairs,non_bottom_intersection_details,intersection_check_completed,intersection_check_error
0,50.404373779892921,2.6581014227122068,3.4744183123111725,3.4928713494911792,2.1841225810348988,9.4251385750249028,3.4930623732507229,0.031163305975496769,0.71248653065413237,0.66959358192980289,0.17204897943884134,0.2905625319108367,0.37828397378325462,0.11577374488115311,0.50856124423444271,0.20724438596516848,0.24823253136128187,0.58617617003619671,0.82783479150384665,0.27866214513778687,0.96217029727995396,0.94278720021247864,0.043839329853653908,True,,1,0,Slot__Patch;Slot__CPW_Feed_Pin;Patch__CPW_Feed_Pin,True,Slot__CPW_Feed_Pin,,Slot__CPW_Feed_Pin,,"{""Slot__CPW_Feed_Pin"": {""geometry_type"": ""MultiLineString"", ""relations"": ""overlaps"", ""wkt"": ""MULTILINESTRING ((0.5 22.34, 0 22.34), (0 22.34, -0.5 22.34))""}}",True,
1,28.30793559551239,1.9383076503872871,8.5766723603010178,2.5354519315063957,1.0023456197232008,16.899276142939925,5.9305763281881809,0.73189820908010006,0.3109263526275754,0.1718183746561408,0.73620786145329475,0.68661975208669901,0.97810360323637724,0.81338724493980408,0.010172147303819656,0.75733038224279881,0.73787243384867907,0.23596348520368338,0.1824279110878706,0.7786055589094758,0.33743549603968859,0.10940934345126152,0.67809724807739258,True,,1,0,Slot__Patch;Slot__CPW_Feed_Pin;Patch__CPW_Feed_Pin,True,Slot__CPW_Feed_Pin,,Slot__CPW_Feed_Pin,,"{""Slot__CPW_Feed_Pin"": {""geometry_type"": ""MultiLineString"", ""relations"": ""overlaps"", ""wkt"": ""MULTILINESTRING ((0.5 22.87, 0 22.87), (0 22.87, -0.5 22.87))""}}",True,
2,16.734810504131019,2.1117903478443623,5.0771926157176495,2.6850792098790413,1.6316373851150274,19.566894443705678,2.3999047912657261,0.78317093569785357,0.2090634424239397,0.25749479793012142,0.82591967564076185,0.7777925543487072,0.19074085541069508,0.34976204391568899,0.38223656080663204,0.45652779564261436,0.99226966872811317,0.92240230832248926,0.45707292202860117,0.057269095443189144,0.57711566612124443,0.34508534520864487,0.35755536891520023,True,,1,0,Slot__Patch;Slot__CPW_Feed_Pin;Patch__CPW_Feed_Pin,True,Slot__CPW_Feed_Pin,,Slot__CPW_Feed_Pin,,"{""Slot__CPW_Feed_Pin"": {""geometry_type"": ""MultiLineString"", ""relations"": ""overlaps"", ""wkt"": ""MULTILINESTRING ((0.5 20.15, 0 20.15), (0 20.15, -0.5 20.15))""}}",True,
3,39.43551819305867,1.2688589859753847,6.7834798358380795,1.6877479782328011,2.5548389218747616,12.026381143368781,4.9624517522752285,0.45645309425890446,0.79871299490332603,0.75581503193825483,0.26214602403342724,0.13564157672226429,0.66564441192895174,0.57842242624610662,0.88064508512616158,0.50077162962406874,0.48993667401373386,0.2744932547211647,0.53268195688724518,0.55734213255345821,0.20140438806265593,0.70726417377591133,0.98886837065219879,True,,1,0,Slot__Patch;Slot__CPW_Feed_Pin;Patch__CPW_Feed_Pin,True,Slot__CPW_Feed_Pin,,Slot__CPW_Feed_Pin,,"{""Slot__CPW_Feed_Pin"": {""geometry_type"": ""MultiLineString"", ""relations"": ""overlaps"", ""wkt"": ""MULTILINESTRING ((0.5 22.78, 0 22.78), (0 22.78, -0.5 22.78))""}}",True,
4,45.681367018260062,2.3027601856738329,7.8121242206543684,1.3146995276212692,2.9608048591762781,7.8637742064893246,2.5186219997704029,0.90677999053150415,0.0091690374538302422,0.057454510591924191,0.95237372443079948,0.0093541080132126808,0.0095662102103233337,0.92104502394795418,0.84415847808122635,0.63011669181287289,0.28374585788697004,0.49588895682245493,0.29286982864141464,0.46781858708709478,0.82804122939705849,0.79729181341826916,0.46245255786925554,True,,1,0,Slot__Patch;Slot__CPW_Feed_Pin;Patch__CPW_Feed_Pin,True,Slot__CPW_Feed_Pin,,Slot__CPW_Feed_Pin,,"{""Slot__CPW_Feed_Pin"": {""geometry_type"": ""MultiLineString"", ""relations"": ""overlaps"", ""wkt"": ""MULTILINESTRING ((0.5 21.78, 0 21.78), (0 21.78, -0.5 21.78))""}}",True,
5,22.793919914402068,1.0851446725428104,4.2331185769289732,3.0798684509471066,1.8527277708053589,15.381837445311248,4.0811689309775829,0.33015847764909267,0.98299766052514315,0.5552274826914072,0.38961380813270807,0.90528907533735037,0.59669726993888617,0.14967202767729759,0.34645752049982548,0.33451482001692057,0.79605951625853777,0.83040107786655426,0.71739047858864069,0.96786712668836117,0.45227648597210646,0.1299371886998415,0.81563661154359579,True,,1,0,Slot__Patch;Slot__CPW_Feed_Pin;Patch__CPW_Feed_Pin,True,Slot__CPW_Feed_Pin,,Slot__CPW_Feed_Pin,,"{""Slot__CPW_Feed_Pin"": {""geometry_type"": ""MultiLineString"", ""relations"": ""overlaps"", ""wkt"": ""MULTILINESTRING ((0.5 21.02, 0 21.02), (0 21.02, -0.5 21.02))""}}",True,
6,34.377913484349847,2.9742230400443077,6.0421746466308832,2.2646794093772771,1.4820419624447823,21.276688626967371,3.6117719225585461,0.15486202854663134,0.50671839900314808,0.89141889195889235,0.049482202157378197,0.55899238772690296,0.3220480140298605,0.68702335190027952,0.23415503650903702,0.87740549352020025,0.53581010177731514,0.019039085134863853,0.92223765514791012,0.24312958121299744,0.71129717119038105,0.39487189613282681,0.15165663976222277,True,,1,0,Slot__Patch;Slot__CPW_Feed_Pin;Patch__CPW_Feed_Pin,True,Slot__CPW_Feed_Pin,,Slot__CPW_Feed_Pin,,"{""Slot__CPW_Feed_Pin"": {""geometry_type"": ""MultiLineString"", ""relations"": ""overlaps"", ""wkt"": ""MULTILINESTRING ((0.5 22.07, 0 22.07), (0 22.07, -0.5 22.07))""}}",True,
7,56.63916134275496,1.6295636873692274,5.8126270417124033,3.7447595264762645,2.3314825613051653,13.809437155723572,5.0492859072983265,0.60551395453512669,0.46980422362685204,0.3930999394506216,0.61269600223749876,0.41696367785334587,0.78421720955520868,0.38467023056000471,0.73184395767748356,0.079837188124656677,0.040096649900078773,0.68249516095966101,0.067514850758016109,0.74306363705545664,0.086509023793041706,0.53244898654520512,0.5018957769498229,True,,1,0,Slot__Patch;Slot__CPW_Feed_Pin;Patch__CPW_Feed_Pin,True,Slot__CPW_Feed_Pin,,Slot__CPW_Feed_Pin,,"{""Slot__CPW_Feed_Pin"": {""geometry_type"": ""MultiLineString"", ""relations"": ""overlaps"", ""wkt"": ""MULTILINESTRING ((0.5 23.01, 0 23.01), (0 23.01, -0.5 23.01))""}}",True,
8,58.803658504039049,2.1327324658632278,6.7477139867842197,3.0988489054143433,1.2387168984860182,12.711350955069065,2.756876889616251,0.9678296772763133,0.082687197253108025,0.82699558418244123,0.5116365198045969,0.35060809832066298,0.54841822292655706,0.71449588518589735,0.43752592522650957,0.69365903548896313,0.90459972433745861,0.32248623110353947,0.32139623817056417,0.1196966553106904,0.77476318553090096,0.21720793563872576,0.22370454017072916,True,,1,0,Slot__Patch;Slot__CPW_Feed_Pin;Patch__CPW_Feed_Pin,True,Slot__CPW_Feed_Pin,,Slot__CPW_Feed_Pin,,"{""Slot__CPW_Feed_Pin"": {""geometry_type"": ""MultiLineString"", ""relations"": ""overlaps"", ""wkt"": ""MULTILINESTRING ((0.5 20.13, 0 20.13), (0 20.13, -0.5 20.13))""}}",True,
9,36.78451219573617,1.4754559304565191,5.3945432491600513,1.6181428560987117,2.072870034724474,20.17127217259258,4.3193623386323452,0.29449941590428352,0.92516553401947021,0.32476510666310787,0.072416595183312893,0.73592295963317156,0.089216850697994232,0.48218246828764677,0.94009444024413824,0.2714569428935647,0.3944515585899353,0.97231741528958082,0.68396600894629955,0.61963880062103271,0.39996382873505354,0.85452561173588037,0.62467137258499861,True,,1,0,Slot__Patch;Slot__CPW_Feed_Pin;Patch__CPW_Feed_Pin,True,Slot__CPW_Feed_Pin,,Slot__CPW_Feed_Pin,,"{""Slot__CPW_Feed_Pin"": {""geometry_type"": ""MultiLineString"", ""relations"": ""overlaps"", ""wkt"": ""MULTILINESTRING ((0.5 21.87, 0 21.87), (0 21.87, -0.5 21.87))""}}",True,
